source page,source page title,Name,Rating,Review,Date,
https://nz.trustpilot.com/review/www.vodafone.co.nz?page=21,Vodafone Reviews | Read Customer Service Reviews of www.vodafone.co.nz | 21 of 32,Vaclav Novak,https://cdn.trustpilot.net/brand-assets/4.1.0/stars/stars-1.svg,I just had another shocking experience with Vodafone customer service and billing department it is nearly impossible to explain how many times and how much trouble they caused to me in the past. I'm still with them because I always manage to get best deal at the end of long frustrating calls. I feel like I'm done with them now and will look for another provider when my term will be over. Hopefully there will be massive improvement before it happen.,Date of experience: 21 December 2019,
https://nz.trustpilot.com/review/www.vodafone.co.nz?page=22,Vodafone Reviews | Read Customer Service Reviews of www.vodafone.co.nz | 22 of 32,Ryan Ridderhof,https://cdn.trustpilot.net/brand-assets/4.1.0/stars/stars-1.svg,"Great network absolutely horrific customer service, the call center is filled with friendly people who cant help you with anything, changing you address is a 3 week process that is so stressful that it makes being excited about moving into a new house impossible. Going into a store is no more helpful so don't bother with that.This company is set up to get new customers they are not interested in you after that. Don't be fooled by all the fancy deals you can get, its not worth the headache.",Date of experience: 03 November 2019,
https://nz.trustpilot.com/review/www.vodafone.co.nz?page=23,Vodafone Reviews | Read Customer Service Reviews of www.vodafone.co.nz | 23 of 32,D Plum,https://cdn.trustpilot.net/brand-assets/4.1.0/stars/stars-1.svg,"Terrible. The customer service is truly awful. I have applied for some changes to my Vodafone account/plans etc. There are no confirmation emails.Its very hard to get through. Kept on hold. Redirected. Very hard to understand the person trying to help me ( we have different accents). Never given a time for the new services I applied for, just told it would occur within 3-7 or 3-5 working days. Rang again as there were no changes. Told wait two more days. Nope. Lol.Vodafone’s been so frustrating. I feel Im just being fobbed off and get a feeling too that Im just being a nuisance. They use to be great. Now they have lost my support. The online chat is a joke.I won’t phone again as it’s an ordeal.",Date of experience: 08 October 2019,
https://nz.trustpilot.com/review/www.vodafone.co.nz?page=24,Vodafone Reviews | Read Customer Service Reviews of www.vodafone.co.nz | 24 of 32,wcwano,https://cdn.trustpilot.net/brand-assets/4.1.0/stars/stars-1.svg,"If i could give zero stars, i most definitely would. The most useless internet provider in New Zealand. If you feel like talking to some indian on the otherside of the world who does not have a clue and you like to sit on hold for hours on end without getting anywhere then this internet provider is the one for you",Date of experience: 17 September 2019,
https://nz.trustpilot.com/review/www.vodafone.co.nz?page=25,Vodafone Reviews | Read Customer Service Reviews of www.vodafone.co.nz | 25 of 32,Todd,https://cdn.trustpilot.net/brand-assets/4.1.0/stars/stars-4.svg,I have been with Vodafone over 20 years.Just upgraded to HFC  Fibre X with them and all went very well.Downer Tech is a Kiwi and very caring at making sure all worked well before leaving the house after 2 hours . have 800 download and at least 100 upload most days.Managed to get a  deal for 1 year and transferring to  a Sky TV box ( from  Telstra Saturn box) rather than Vodafone Box as have heard too many issues with Vodafone Box.I did have one issue re the form going to Sky to change over as details were filled in wrong ..it was only after I spoke to NZ sounding voice person that it was corrected ( after 5 phone calls) I read most people are not happy so was a little worried at upgrading to Fibre X but being honest we are pretty happy with result.,Date of experience: 09 August 2019,
https://nz.trustpilot.com/review/www.vodafone.co.nz?page=26,Vodafone Reviews | Read Customer Service Reviews of www.vodafone.co.nz | 26 of 32,Sarah Caverly,https://cdn.trustpilot.net/brand-assets/4.1.0/stars/stars-1.svg,Been a customer with them for almost 6 months now. I call them weekly stating how my internet isnt working. Always 45mins-hour on hold. Internet is good for maybe max 2 days before it stops working and I have to call them again. You guys should really be paying my phone bill too for how many hours a week I spend on the phone with you guys.,Date of experience: 08 July 2019,
https://nz.trustpilot.com/review/www.vodafone.co.nz?page=27,Vodafone Reviews | Read Customer Service Reviews of www.vodafone.co.nz | 27 of 32,Karl,https://cdn.trustpilot.net/brand-assets/4.1.0/stars/stars-1.svg,"All well and good until literally anything goes wrong. Good luck getting even the smallest issue resolved they have literally the worst customer service I've ever experienced. My Sky box broke and Ive been calling them for over 2 months asking for a replacement to be sent out, spent countless hours on hold, every call takes at least 3 transfers and all information is lost between transfers so you have to start from scratch. Ive been told totally different stories by people on the same call and been lied to multiple times. If you stay on the line long enough sometimes you get a Kiwi and think you've hit the jackpot, they seem really friendly and helpful and refreshingly professional after the total incompetence of the off-shore call center but they won't actually do anything to solve your problem either. What a waste of time. Will be cancelling all of my services and moving to someone less awful. Avoid Vodafone at all costs, it's not worth it.",Date of experience: 09 June 2019,
https://nz.trustpilot.com/review/www.vodafone.co.nz?page=28,Vodafone Reviews | Read Customer Service Reviews of www.vodafone.co.nz | 28 of 32,GG,https://cdn.trustpilot.net/brand-assets/4.1.0/stars/stars-1.svg,"I was called and offered a cheaper monthly bill because I had been a loyal customer for several years. Was offered Vodafone TV, I said I didn't want it and I wasn't interested in it. The man on the phone said all good (in a roundabout way) and said my bill would go from $110ish to about $89 - from the top of my head. He said he would email me the contract. I never received a contract and didn't get a bill for nearly two months regardless of me emailing and asking for one. I still made my weekly payments so my credit was good. I receive a Vodafone TV in the mail...I finally get a bill emailed with a new account number and I am told I owe them $165...after half an hour waiting to speak to someone he explains I have not been paying my new account and while he transfers the money to my new account I am informed I should just pay the whole lot anyway, just to be safe. He then goes to tell me that after my 12 months runs out my bill will include an addtional $29.95 for the Vodafone TV box that I was sent and did not want, something the previous Vodafone Representitive never told me about, nor sent me the contract.He transferred me to another line to sort out the TV box problem and I am told the lines are too busy, ring back later and then I get hung up on.I send emails and get bullsh*t responses like provide us with the 'siebel account number, TPII simplex account number and legacy account number' - after I they have all my information. It's been months of frustration and I am switching provider.I will NEVER use Vodafone again and recommend everyone else to look elsewhere.",Date of experience: 05 May 2019,
https://nz.trustpilot.com/review/www.vodafone.co.nz?page=29,Vodafone Reviews | Read Customer Service Reviews of www.vodafone.co.nz | 29 of 32,Peter Scharmach,https://cdn.trustpilot.net/brand-assets/4.1.0/stars/stars-1.svg,"Just Bad, you stay in the line for ages, every time requesting youraccount no. there must be really problems in the management,or obviously making money to easy, so they are not keen to maintain their customers, they knowledge and service is by far unacceptable, just wondering why it is working fine with Vodafonein Europe? but here it was a big mistake to change to that provider.I can not recommend any person to shift the broadband serviceto Vodafone, its just a nightmare.if I need to write it in particular, it would take days.....",Date of experience: 02 March 2019,
https://nz.trustpilot.com/review/www.vodafone.co.nz?page=30,Vodafone Reviews | Read Customer Service Reviews of www.vodafone.co.nz | 30 of 32,wang,https://cdn.trustpilot.net/brand-assets/4.1.0/stars/stars-1.svg,"stay away, they TOOK YOUR MONEY without even telling you or getting your consent.I have $27 credit on my mobile account on the statement from Vodafone on Feb 2018, and next statement I received show only $2 credit left while I didn't use the sim card at all. contacted Vodafone, they said they started charging admin fee without even letting me know, and refused to refund me the money, this is rubbery!",Date of experience: 01 August 2018,
